time,x,y,u0,u1,u2
0,-0.339313,0.420197,-0.312129,0.658369,-0.554621
0,-0.294294,0.255565,-0.473414,0.418208,-0.330386
0,-0.638248,0.445501,-0.327608,0.19898,-0.84769
0,-0.580152,0.266902,-0.580906,0.352825,-0.729928
0,-0.339313,0.420197,-0.312129,0.658369,-0.554621
0,-0.638248,0.445501,-0.327608,0.19898,-0.84769
0,-0.932696,0.251181,-1.64648e-16,6.13877e-17,-1
0,-0.580152,0.266902,-0.580906,0.352825,-0.729928
0,0.675057,0.447067,0.151592,0.124282,-0.606508
0,0.713432,0.26173,0.320309,-0.102094,-0.708805
0,0.866025,0.5,1.06058e-16,6.12323e-17,-1
0,0.681373,0.684653,1.77914e-16,1.61296e-16,-1
0,0.675057,0.447067,0.151592,0.124282,-0.606508
0,0.866025,0.5,1.06058e-16,6.12323e-17,-1
0,0.739142,0.0284159,0.414745,-0.1888,-0.706804
0,0.515999,0.117386,0.55123,-0.0241913,-0.274442
0,0.514717,-0.134408,0.808223,-0.335277,-0.38029
0,0.866025,0.5,1.06058e-16,6.12323e-17,-1
0,0.713432,0.26173,0.320309,-0.102094,-0.708805
0,0.931907,0.254128,2.53715e-16,-3.24223e-17,-1
0,0.502018,0.316967,0.345574,0.252292,-0.148943
0,0.314502,0.263428,0.487421,0.39961,0.265211
0,0.515999,0.117386,0.55123,-0.0241913,-0.274442
0,0.712891,-0.242013,0.434905,-0.197977,-0.692553
0,0.866025,-0.5,1.06058e-16,-6.12323e-17,-1
0,0.933013,-0.25,1.78607e-17,1.32672e-17,-1
0,1,0,1.22465e-16,-5.55792e-33,-1
0,0.712891,-0.242013,0.434905,-0.197977,-0.692553
0,0.933013,-0.25,1.78607e-17,1.32672e-17,-1
0,0.427331,-0.63819,0.179521,-0.418012,-0.745657
0,0.292021,-0.489812,0.343732,-0.772056,-0.513249
0,0.127806,-0.617422,0.113145,-0.59006,-0.618837
0,0.514717,-0.134408,0.808223,-0.335277,-0.38029
0,0.419867,-0.322588,0.586343,-0.561363,-0.473918
0,0.712891,-0.242013,0.434905,-0.197977,-0.692553
0,0.514717,-0.134408,0.808223,-0.335277,-0.38029
0,0.392449,-0.0402905,0.730431,-0.0835734,-0.0431882
0,0.255802,-0.169472,0.312361,-0.480812,0.105191
0,-0.0116348,-0.79601,-0.0678814,-0.305384,-0.782777
0,0.25,-0.933013,1.09136e-17,-6.8384e-17,-1
0,0.2577,-0.75563,0.143897,-0.335062,-0.796129
0,0.427331,-0.63819,0.179521,-0.418012,-0.745657
0,0.2577,-0.75563,0.143897,-0.335062,-0.796129
0,0.5,-0.866025,6.12323e-17,-1.06058e-16,-1
0,0.586528,-0.472124,0.21936,-0.381657,-0.738142
0,0.427331,-0.63819,0.179521,-0.418012,-0.745657
0,0.678476,-0.68755,3.64725e-17,2.43458e-17,-1
0,0.586528,-0.472124,0.21936,-0.381657,-0.738142
0,0.292021,-0.489812,0.343732,-0.772056,-0.513249
0,0.427331,-0.63819,0.179521,-0.418012,-0.745657
0,0.586528,-0.472124,0.21936,-0.381657,-0.738142
0,0.678476,-0.68755,3.64725e-17,2.43458e-17,-1
0,0.866025,-0.5,1.06058e-16,-6.12323e-17,-1
0,0.712891,-0.242013,0.434905,-0.197977,-0.692553
0,0.586528,-0.472124,0.21936,-0.381657,-0.738142
0,0.866025,-0.5,1.06058e-16,-6.12323e-17,-1
0,0.419867,-0.322588,0.586343,-0.561363,-0.473918
0,0.292021,-0.489812,0.343732,-0.772056,-0.513249
0,0.586528,-0.472124,0.21936,-0.381657,-0.738142
0,-0.147536,-0.328173,-0.399328,-0.636059,0.151545
0,-0.39131,-0.321288,-0.723591,-0.439064,-0.336228
0,-0.281057,-0.479138,-0.571634,-0.672142,-0.391055
0,0.0563657,-0.262606,-0.0869466,-0.641515,0.348829
0,-0.147536,-0.328173,-0.399328,-0.636059,0.151545
0,0.000240458,-0.460409,-0.126754,-0.717358,-0.345237
0,-0.215531,-0.170713,-0.570762,-0.461316,0.31615
0,-0.433199,-0.111055,-0.948302,-0.234983,-0.152501
0,-0.39131,-0.321288,-0.723591,-0.439064,-0.336228
0,-0.0441111,-0.173971,-0.274952,-0.588369,0.700919
0,-0.215531,-0.170713,-0.570762,-0.461316,0.31615
0,-0.147536,-0.328173,-0.399328,-0.636059,0.151545
0,-0.0441111,-0.173971,-0.274952,-0.588369,0.700919
0,-0.0517643,-0.040357,-0.207293,-0.295593,0.581372
0,-0.215531,-0.170713,-0.570762,-0.461316,0.31615
0,-0.0116348,-0.79601,-0.0678814,-0.305384,-0.782777
0,-0.278691,-0.751795,-0.242335,-0.287124,-0.767595
0,-0.25,-0.933013,-3.06162e-17,-1.14261e-16,-1
0,0.25,-0.933013,1.09136e-17,-6.8384e-17,-1
0,-0.0116348,-0.79601,-0.0678814,-0.305384,-0.782777
0,-1.83697e-16,-1,-2.64309e-32,-1.22465e-16,-1
0,0.127806,-0.617422,0.113145,-0.59006,-0.618837
0,0.000240458,-0.460409,-0.126754,-0.717358,-0.345237
0,-0.132621,-0.6154,-0.303509,-0.546633,-0.582453
0,-0.0116348,-0.79601,-0.0678814,-0.305384,-0.782777
0,0.127806,-0.617422,0.113145,-0.59006,-0.618837
0,-0.132621,-0.6154,-0.303509,-0.546633,-0.582453
0,0.2577,-0.75563,0.143897,-0.335062,-0.796129
0,0.427331,-0.63819,0.179521,-0.418012,-0.745657
0,0.127806,-0.617422,0.113145,-0.59006,-0.618837
0,0.5,-0.866025,6.12323e-17,-1.06058e-16,-1
0,0.2577,-0.75563,0.143897,-0.335062,-0.796129
0,0.25,-0.933013,1.09136e-17,-6.8384e-17,-1
0,0.292021,-0.489812,0.343732,-0.772056,-0.513249
0,0.000240458,-0.460409,-0.126754,-0.717358,-0.345237
0,0.127806,-0.617422,0.113145,-0.59006,-0.618837
0,0.5,-0.866025,6.12323e-17,-1.06058e-16,-1
0,0.678476,-0.68755,3.64725e-17,2.43458e-17,-1
0,0.427331,-0.63819,0.179521,-0.418012,-0.745657
0,-0.701677,-0.363942,-0.362294,-0.103577,-0.676043
0,-0.39131,-0.321288,-0.723591,-0.439064,-0.336228
0,-0.619079,-0.22783,-0.584147,-0.151614,-0.478775
0,0.0563657,-0.262606,-0.0869466,-0.641515,0.348829
0,-0.0441111,-0.173971,-0.274952,-0.588369,0.700919
0,-0.147536,-0.328173,-0.399328,-0.636059,0.151545
0,0.292021,-0.489812,0.343732,-0.772056,-0.513249
0,0.186933,-0.355913,0.157694,-0.683724,-0.0778622
0,0.000240458,-0.460409,-0.126754,-0.717358,-0.345237
0,0.255802,-0.169472,0.312361,-0.480812,0.105191
0,0.186933,-0.355913,0.157694,-0.683724,-0.0778622
0,0.419867,-0.322588,0.586343,-0.561363,-0.473918
0,0.294544,0.0639111,0.677989,0.187943,0.254473
0,0.255802,-0.169472,0.312361,-0.480812,0.105191
0,0.392449,-0.0402905,0.730431,-0.0835734,-0.0431882
0,0.0563657,-0.262606,-0.0869466,-0.641515,0.348829
0,0.186933,-0.355913,0.157694,-0.683724,-0.0778622
0,0.255802,-0.169472,0.312361,-0.480812,0.105191
0,0.0563657,-0.262606,-0.0869466,-0.641515,0.348829
0,0.255802,-0.169472,0.312361,-0.480812,0.105191
0,0.11571,-0.0495758,0.179615,-0.204165,0.515407
0,0.168887,0.148977,0.544139,0.399714,0.598474
0,0.11571,-0.0495758,0.179615,-0.204165,0.515407
0,0.294544,0.0639111,0.677989,0.187943,0.254473
0,0.514717,-0.134408,0.808223,-0.335277,-0.38029
0,0.712891,-0.242013,0.434905,-0.197977,-0.692553
0,0.739142,0.0284159,0.414745,-0.1888,-0.706804
0,0.712891,-0.242013,0.434905,-0.197977,-0.692553
0,0.419867,-0.322588,0.586343,-0.561363,-0.473918
0,0.586528,-0.472124,0.21936,-0.381657,-0.738142
0,-0.559398,-0.493929,-0.32058,-0.365347,-0.693601
0,-0.866025,-0.5,-1.06058e-16,-6.12323e-17,-1
0,-0.683013,-0.683013,-8.36449e-17,-8.36449e-17,-1
0,-0.5,-0.866025,-6.12323e-17,-1.06058e-16,-1
0,-0.423855,-0.638184,-0.309385,-0.366566,-0.703292
0,-0.683013,-0.683013,-8.36449e-17,-8.36449e-17,-1
0,-0.619079,-0.22783,-0.584147,-0.151614,-0.478775
0,-0.433199,-0.111055,-0.948302,-0.234983,-0.152501
0,-0.725927,-0.0660431,-0.470797,-0.122195,-0.579915
0,-0.701677,-0.363942,-0.362294,-0.103577,-0.676043
0,-0.619079,-0.22783,-0.584147,-0.151614,-0.478775
0,-0.932711,-0.251125,-1.66365e-16,-4.42871e-17,-1
0,-0.866025,-0.5,-1.06058e-16,-6.12323e-17,-1
0,-0.701677,-0.363942,-0.362294,-0.103577,-0.676043
0,-0.932711,-0.251125,-1.66365e-16,-4.42871e-17,-1
0,-0.559398,-0.493929,-0.32058,-0.365347,-0.693601
0,-0.39131,-0.321288,-0.723591,-0.439064,-0.336228
0,-0.701677,-0.363942,-0.362294,-0.103577,-0.676043
0,-0.39131,-0.321288,-0.723591,-0.439064,-0.336228
0,-0.433199,-0.111055,-0.948302,-0.234983,-0.152501
0,-0.619079,-0.22783,-0.584147,-0.151614,-0.478775
0,-0.281057,-0.479138,-0.571634,-0.672142,-0.391055
0,-0.39131,-0.321288,-0.723591,-0.439064,-0.336228
0,-0.559398,-0.493929,-0.32058,-0.365347,-0.693601
0,-0.281057,-0.479138,-0.571634,-0.672142,-0.391055
0,0.000240458,-0.460409,-0.126754,-0.717358,-0.345237
0,-0.147536,-0.328173,-0.399328,-0.636059,0.151545
0,0.186933,-0.355913,0.157694,-0.683724,-0.0778622
0,0.292021,-0.489812,0.343732,-0.772056,-0.513249
0,0.419867,-0.322588,0.586343,-0.561363,-0.473918
0,0.419867,-0.322588,0.586343,-0.561363,-0.473918
0,0.514717,-0.134408,0.808223,-0.335277,-0.38029
0,0.255802,-0.169472,0.312361,-0.480812,0.105191
0,0.0563657,-0.262606,-0.0869466,-0.641515,0.348829
0,0.000240458,-0.460409,-0.126754,-0.717358,-0.345237
0,0.186933,-0.355913,0.157694,-0.683724,-0.0778622
0,-0.132621,-0.6154,-0.303509,-0.546633,-0.582453
0,0.000240458,-0.460409,-0.126754,-0.717358,-0.345237
0,-0.281057,-0.479138,-0.571634,-0.672142,-0.391055
0,-0.423855,-0.638184,-0.309385,-0.366566,-0.703292
0,-0.132621,-0.6154,-0.303509,-0.546633,-0.582453
0,-0.281057,-0.479138,-0.571634,-0.672142,-0.391055
0,-0.278691,-0.751795,-0.242335,-0.287124,-0.767595
0,-0.0116348,-0.79601,-0.0678814,-0.305384,-0.782777
0,-0.132621,-0.6154,-0.303509,-0.546633,-0.582453
0,0.127806,-0.617422,0.113145,-0.59006,-0.618837
0,-0.0116348,-0.79601,-0.0678814,-0.305384,-0.782777
0,0.2577,-0.75563,0.143897,-0.335062,-0.796129
0,0.931907,0.254128,2.53715e-16,-3.24223e-17,-1
0,0.713432,0.26173,0.320309,-0.102094,-0.708805
0,0.739142,0.0284159,0.414745,-0.1888,-0.706804
0,0.515999,0.117386,0.55123,-0.0241913,-0.274442
0,0.713432,0.26173,0.320309,-0.102094,-0.708805
0,0.502018,0.316967,0.345574,0.252292,-0.148943
0,0.514717,-0.134408,0.808223,-0.335277,-0.38029
0,0.515999,0.117386,0.55123,-0.0241913,-0.274442
0,0.392449,-0.0402905,0.730431,-0.0835734,-0.0431882
0,0.739142,0.0284159,0.414745,-0.1888,-0.706804
0,0.713432,0.26173,0.320309,-0.102094,-0.708805
0,0.515999,0.117386,0.55123,-0.0241913,-0.274442
0,1,0,1.22465e-16,-5.55792e-33,-1
0,0.739142,0.0284159,0.414745,-0.1888,-0.706804
0,0.712891,-0.242013,0.434905,-0.197977,-0.692553
0,1,0,1.22465e-16,-5.55792e-33,-1
0,0.931907,0.254128,2.53715e-16,-3.24223e-17,-1
0,0.739142,0.0284159,0.414745,-0.1888,-0.706804
0,-0.278691,-0.751795,-0.242335,-0.287124,-0.767595
0,-0.423855,-0.638184,-0.309385,-0.366566,-0.703292
0,-0.5,-0.866025,-6.12323e-17,-1.06058e-16,-1
0,-0.423855,-0.638184,-0.309385,-0.366566,-0.703292
0,-0.281057,-0.479138,-0.571634,-0.672142,-0.391055
0,-0.559398,-0.493929,-0.32058,-0.365347,-0.693601
0,-0.683013,-0.683013,-8.36449e-17,-8.36449e-17,-1
0,-0.423855,-0.638184,-0.309385,-0.366566,-0.703292
0,-0.559398,-0.493929,-0.32058,-0.365347,-0.693601
0,-0.278691,-0.751795,-0.242335,-0.287124,-0.767595
0,-0.132621,-0.6154,-0.303509,-0.546633,-0.582453
0,-0.423855,-0.638184,-0.309385,-0.366566,-0.703292
0,-0.25,-0.933013,-3.06162e-17,-1.14261e-16,-1
0,-0.278691,-0.751795,-0.242335,-0.287124,-0.767595
0,-0.5,-0.866025,-6.12323e-17,-1.06058e-16,-1
0,-0.25,-0.933013,-3.06162e-17,-1.14261e-16,-1
0,-1.83697e-16,-1,-2.64309e-32,-1.22465e-16,-1
0,-0.0116348,-0.79601,-0.0678814,-0.305384,-0.782777
0,-0.147536,-0.328173,-0.399328,-0.636059,0.151545
0,-0.215531,-0.170713,-0.570762,-0.461316,0.31615
0,-0.39131,-0.321288,-0.723591,-0.439064,-0.336228
0,-0.22723,-0.00291006,-0.524519,-0.138002,0.150283
0,-0.187304,0.125932,-0.380885,0.105156,0.0622183
0,-0.471358,0.0859322,-0.738674,0.0909173,-0.406923
0,-0.215531,-0.170713,-0.570762,-0.461316,0.31615
0,-0.22723,-0.00291006,-0.524519,-0.138002,0.150283
0,-0.433199,-0.111055,-0.948302,-0.234983,-0.152501
0,0.00241649,0.103993,0.045368,0.1086,0.445101
0,-0.0734431,0.254872,-0.0624483,0.378485,0.105123
0,-0.187304,0.125932,-0.380885,0.105156,0.0622183
0,0.11571,-0.0495758,0.179615,-0.204165,0.515407
0,0.00241649,0.103993,0.045368,0.1086,0.445101
0,-0.0517643,-0.040357,-0.207293,-0.295593,0.581372
0,0.0563657,-0.262606,-0.0869466,-0.641515,0.348829
0,0.11571,-0.0495758,0.179615,-0.204165,0.515407
0,-0.0441111,-0.173971,-0.274952,-0.588369,0.700919
0,0.255802,-0.169472,0.312361,-0.480812,0.105191
0,0.294544,0.0639111,0.677989,0.187943,0.254473
0,0.11571,-0.0495758,0.179615,-0.204165,0.515407
0,0.168887,0.148977,0.544139,0.399714,0.598474
0,0.0986604,0.280856,0.413826,0.606006,0.309345
0,0.00241649,0.103993,0.045368,0.1086,0.445101
0,0.713432,0.26173,0.320309,-0.102094,-0.708805
0,0.675057,0.447067,0.151592,0.124282,-0.606508
0,0.502018,0.316967,0.345574,0.252292,-0.148943
0,0.310315,0.768053,-0.0333388,0.269423,-0.824902
0,0.248451,0.610712,0.116703,0.370281,-0.454966
0,0.459948,0.659517,0.153241,0.125634,-0.602228
0,0.255031,0.931665,3.12323e-17,1.14096e-16,-1
0,0.310315,0.768053,-0.0333388,0.269423,-0.824902
0,0.5,0.866025,6.12323e-17,1.06058e-16,-1
0,0.0937066,0.783829,-0.0426262,0.344479,-0.776123
0,-0.139125,0.747212,-0.0571278,0.461671,-0.69996
0,0.041661,0.591385,-0.0324403,0.643416,-0.493486
0,0.255031,0.931665,3.12323e-17,1.14096e-16,-1
0,0.0937066,0.783829,-0.0426262,0.344479,-0.776123
0,0.310315,0.768053,-0.0333388,0.269423,-0.824902
0,0.255031,0.931665,3.12323e-17,1.14096e-16,-1
0,6.12323e-17,1,1.32537e-32,1.22465e-16,-1
0,0.0937066,0.783829,-0.0426262,0.344479,-0.776123
0,-0.0668789,0.405684,0.059131,0.737533,-0.108547
0,0.041661,0.591385,-0.0324403,0.643416,-0.493486
0,-0.168175,0.551298,-0.104643,0.845662,-0.450404
0,0.459948,0.659517,0.153241,0.125634,-0.602228
0,0.523057,0.510885,0.206235,0.169081,-0.46467
0,0.681373,0.684653,1.77914e-16,1.61296e-16,-1
0,0.165879,0.431288,0.277665,0.500181,-0.0389724
0,-0.0668789,0.405684,0.059131,0.737533,-0.108547
0,0.0986604,0.280856,0.413826,0.606006,0.309345
0,0.314502,0.263428,0.487421,0.39961,0.265211
0,0.294544,0.0639111,0.677989,0.187943,0.254473
0,0.515999,0.117386,0.55123,-0.0241913,-0.274442
0,0.523057,0.510885,0.206235,0.169081,-0.46467
0,0.352998,0.45681,0.34473,0.282626,-0.105175
0,0.502018,0.316967,0.345574,0.252292,-0.148943
0,0.294544,0.0639111,0.677989,0.187943,0.254473
0,0.392449,-0.0402905,0.730431,-0.0835734,-0.0431882
0,0.515999,0.117386,0.55123,-0.0241913,-0.274442
0,0.168887,0.148977,0.544139,0.399714,0.598474
0,0.294544,0.0639111,0.677989,0.187943,0.254473
0,0.314502,0.263428,0.487421,0.39961,0.265211
0,0.168887,0.148977,0.544139,0.399714,0.598474
0,0.00241649,0.103993,0.045368,0.1086,0.445101
0,0.11571,-0.0495758,0.179615,-0.204165,0.515407
0,-0.701677,-0.363942,-0.362294,-0.103577,-0.676043
0,-0.866025,-0.5,-1.06058e-16,-6.12323e-17,-1
0,-0.559398,-0.493929,-0.32058,-0.365347,-0.693601
0,-0.471358,0.0859322,-0.738674,0.0909173,-0.406923
0,-0.725927,-0.0660431,-0.470797,-0.122195,-0.579915
0,-0.433199,-0.111055,-0.948302,-0.234983,-0.152501
0,-0.725927,-0.0660431,-0.470797,-0.122195,-0.579915
0,-0.778665,0.11144,-0.329642,0.153237,-0.823586
0,-1,5.66554e-16,-1.22465e-16,7.62013e-32,-1
0,-0.0517643,-0.040357,-0.207293,-0.295593,0.581372
0,0.00241649,0.103993,0.045368,0.1086,0.445101
0,-0.22723,-0.00291006,-0.524519,-0.138002,0.150283
0,-0.215531,-0.170713,-0.570762,-0.461316,0.31615
0,-0.0517643,-0.040357,-0.207293,-0.295593,0.581372
0,-0.22723,-0.00291006,-0.524519,-0.138002,0.150283
0,-0.0441111,-0.173971,-0.274952,-0.588369,0.700919
0,0.11571,-0.0495758,0.179615,-0.204165,0.515407
0,-0.0517643,-0.040357,-0.207293,-0.295593,0.581372
0,-0.580152,0.266902,-0.580906,0.352825,-0.729928
0,-0.778665,0.11144,-0.329642,0.153237,-0.823586
0,-0.471358,0.0859322,-0.738674,0.0909173,-0.406923
0,0.523057,0.510885,0.206235,0.169081,-0.46467
0,0.502018,0.316967,0.345574,0.252292,-0.148943
0,0.675057,0.447067,0.151592,0.124282,-0.606508
0,0.681373,0.684653,1.77914e-16,1.61296e-16,-1
0,0.523057,0.510885,0.206235,0.169081,-0.46467
0,0.675057,0.447067,0.151592,0.124282,-0.606508
0,0.459948,0.659517,0.153241,0.125634,-0.602228
0,0.248451,0.610712,0.116703,0.370281,-0.454966
0,0.352998,0.45681,0.34473,0.282626,-0.105175
0,0.5,0.866025,6.12323e-17,1.06058e-16,-1
0,0.459948,0.659517,0.153241,0.125634,-0.602228
0,0.681373,0.684653,1.77914e-16,1.61296e-16,-1
0,0.248451,0.610712,0.116703,0.370281,-0.454966
0,0.165879,0.431288,0.277665,0.500181,-0.0389724
0,0.352998,0.45681,0.34473,0.282626,-0.105175
0,0.5,0.866025,6.12323e-17,1.06058e-16,-1
0,0.310315,0.768053,-0.0333388,0.269423,-0.824902
0,0.459948,0.659517,0.153241,0.125634,-0.602228
0,0.165879,0.431288,0.277665,0.500181,-0.0389724
0,0.041661,0.591385,-0.0324403,0.643416,-0.493486
0,-0.0668789,0.405684,0.059131,0.737533,-0.108547
0,0.0937066,0.783829,-0.0426262,0.344479,-0.776123
0,6.12323e-17,1,1.32537e-32,1.22465e-16,-1
0,-0.139125,0.747212,-0.0571278,0.461671,-0.69996
0,-0.294294,0.255565,-0.473414,0.418208,-0.330386
0,-0.339313,0.420197,-0.312129,0.658369,-0.554621
0,-0.580152,0.266902,-0.580906,0.352825,-0.729928
0,0.165879,0.431288,0.277665,0.500181,-0.0389724
0,0.248451,0.610712,0.116703,0.370281,-0.454966
0,0.041661,0.591385,-0.0324403,0.643416,-0.493486
0,0.314502,0.263428,0.487421,0.39961,0.265211
0,0.165879,0.431288,0.277665,0.500181,-0.0389724
0,0.0986604,0.280856,0.413826,0.606006,0.309345
0,0.352998,0.45681,0.34473,0.282626,-0.105175
0,0.523057,0.510885,0.206235,0.169081,-0.46467
0,0.459948,0.659517,0.153241,0.125634,-0.602228
0,0.314502,0.263428,0.487421,0.39961,0.265211
0,0.352998,0.45681,0.34473,0.282626,-0.105175
0,0.165879,0.431288,0.277665,0.500181,-0.0389724
0,0.314502,0.263428,0.487421,0.39961,0.265211
0,0.502018,0.316967,0.345574,0.252292,-0.148943
0,0.352998,0.45681,0.34473,0.282626,-0.105175
0,-0.168175,0.551298,-0.104643,0.845662,-0.450404
0,-0.339313,0.420197,-0.312129,0.658369,-0.554621
0,-0.0668789,0.405684,0.059131,0.737533,-0.108547
0,0.0937066,0.783829,-0.0426262,0.344479,-0.776123
0,0.248451,0.610712,0.116703,0.370281,-0.454966
0,0.310315,0.768053,-0.0333388,0.269423,-0.824902
0,-0.403772,0.600086,-0.190716,0.403445,-0.727116
0,-0.376648,0.761127,-0.0369104,0.298287,-0.806143
0,-0.680086,0.68594,-2.66777e-16,3.22312e-16,-1
0,0.041661,0.591385,-0.0324403,0.643416,-0.493486
0,-0.139125,0.747212,-0.0571278,0.461671,-0.69996
0,-0.168175,0.551298,-0.104643,0.845662,-0.450404
0,-0.376648,0.761127,-0.0369104,0.298287,-0.806143
0,-0.5,0.866025,-2.83277e-16,4.9065e-16,-1
0,-0.680086,0.68594,-2.66777e-16,3.22312e-16,-1
0,-0.245717,0.93416,-1.54316e-16,4.25467e-16,-1
0,-0.376648,0.761127,-0.0369104,0.298287,-0.806143
0,-0.139125,0.747212,-0.0571278,0.461671,-0.69996
0,-0.245717,0.93416,-1.54316e-16,4.25467e-16,-1
0,-0.5,0.866025,-2.83277e-16,4.9065e-16,-1
0,-0.376648,0.761127,-0.0369104,0.298287,-0.806143
0.05,0.0251934,0.584986,0.226893,0.616814,-0.749681
0.05,-0.179245,0.553246,0.0202026,0.586167,-0.808308
0.05,-0.0904486,0.421931,0.0749084,0.78333,-0.594987
0.05,0.250226,0.584906,0.32458,0.391291,-0.844529
0.05,0.295698,0.750298,0.173528,0.117228,-0.97354
0.05,0.0251934,0.584986,0.226893,0.616814,-0.749681
0.05,0.0646872,0.767642,0.140929,0.283006,-0.942817
0.05,-0.143376,0.718042,0.0753474,0.3553,-0.923157
0.05,0.0251934,0.584986,0.226893,0.616814,-0.749681
0.05,-0.353361,0.748229,-0.0174893,0.127074,-0.986317
0.05,-0.5,0.866025,-2.83277e-16,4.9065e-16,-1
0.05,-0.663136,0.70289,-2.6833e-16,3.38156e-16,-1
0.05,-0.353361,0.748229,-0.0174893,0.127074,-0.986317
0.05,-0.663136,0.70289,-2.6833e-16,3.38156e-16,-1
0.05,-0.380011,0.593758,-0.0353538,0.398697,-0.91207
0.05,-0.567501,0.26495,-0.351384,0.263682,-0.894491
0.05,-0.32737,0.436498,-0.216558,0.528641,-0.815631
0.05,-0.616055,0.436399,-0.148984,0.268502,-0.947063
0.05,-0.380011,0.593758,-0.0353538,0.398697,-0.91207
0.05,-0.663136,0.70289,-2.6833e-16,3.38156e-16,-1
0.05,-0.616055,0.436399,-0.148984,0.268502,-0.947063
0.05,-0.32737,0.436498,-0.216558,0.528641,-0.815631
